opportunity_id,sales_agent_id,product_id,account_id,deal_stage,engage_date,close_date,close_value
MZAN11FT,0,0,12,Won,2016-12-28,2017-03-01,625.0
0U3WVJO0,12,1,,Engaging,2016-12-28,,
0IO00FNS,9,1,75,Lost,2016-12-28,2017-03-16,0.0
8S6TNXYB,9,1,12,Won,2016-12-28,2017-03-22,3952.0
PMMW9JX3,30,0,,Engaging,2016-12-28,,
MOLGOSGE,30,4,43,Won,2016-12-28,2017-03-13,5515.0
FA1VHZSV,20,2,74,Won,2016-12-28,2017-03-16,57.0
PXQEX039,2,2,44,Won,2016-12-28,2017-03-28,51.0
RX56S6G3,23,3,20,Won,2016-12-28,2017-03-13,3803.0
G4F8W039,0,4,59,Won,2016-12-29,2017-03-27,5459.0
4T31MWVO,0,3,65,Won,2016-12-29,2017-03-23,4148.0
2HT2R2GY,18,4,,Engaging,2016-12-29,,
83XN082U,12,4,25,Won,2016-12-29,2017-03-23,5002.0
J21W3WIW,12,3,26,Won,2016-12-29,2017-03-03,3351.0
52UPJFYI,7,0,15,Won,2016-12-29,2017-03-19,571.0
QOL51JIB,29,0,31,Won,2016-12-29,2017-03-10,601.0
13GM5I6M,31,1,,Engaging,2016-12-29,,
93AGN8A6,26,0,82,Won,2016-12-29,2017-03-13,576.0
J7UNJFJL,6,2,24,Won,2016-12-29,2017-03-03,52.0
A4H5ESTU,33,5,20,Won,2016-12-29,2017-03-13,1185.0
8EZ04VQB,20,5,26,Lost,2016-12-29,2017-03-28,0.0
4501T63I,24,2,53,Won,2016-12-29,2017-03-14,56.0
9IA34L8S,23,0,,Engaging,2016-12-29,,
FPNGEJRC,11,2,52,Won,2016-12-29,2017-03-29,54.0
S33WRL0Y,32,1,76,Won,2016-12-29,2017-03-13,4818.0
Q7IRUJK7,0,4,10,Won,2017-01-01,2017-03-01,5087.0
DTZPYISJ,17,5,52,Won,2017-01-01,2017-03-19,1116.0
Y9HWSG8Z,9,0,29,Won,2017-01-01,2017-03-20,510.0
5T8Q2YID,27,2,,Engaging,2017-01-01,,
JOQCXC9Z,5,0,67,Won,2017-01-01,2017-03-16,565.0
AP7PCLAZ,31,0,23,Won,2017-01-01,2017-03-26,633.0
BIE471SO,20,3,77,Won,2017-01-01,2017-03-29,3962.0
UA8AWDG4,23,3,78,Won,2017-01-01,2017-03-22,3672.0
BTT6YAVZ,32,5,32,Engaging,2017-01-01,,
FZDRB789,32,1,31,Won,2017-01-01,2017-03-18,4586.0
PC1NUL8Q,0,2,35,Won,2017-01-02,2017-03-02,60.0
O7UUAK3Y,12,5,14,Engaging,2017-01-02,,
TLOHEQ18,12,5,,Engaging,2017-01-02,,
F1X5ZJ7V,5,0,18,Won,2017-01-02,2017-05-04,572.0
IF7MJ88P,30,0,31,Won,2017-01-02,2017-03-01,550.0
06B7XWPC,30,1,64,Won,2017-01-02,2017-03-17,4125.0
12MQ3WM8,6,3,84,Won,2017-01-02,2017-03-10,3647.0
91M6FY8S,4,0,18,Won,2017-01-02,2017-03-21,573.0
0LNZRNEU,11,0,81,Won,2017-01-02,2017-03-29,542.0
NKOKUS7D,18,3,19,Won,2017-01-03,2017-03-12,3479.0
NF6GCTMV,17,3,25,Lost,2017-01-03,2017-03-22,0.0
I4UCA7CU,9,5,65,Won,2017-01-03,2017-03-21,1012.0
EWDOBEM6,25,2,,Engaging,2017-01-03,,
1LI7ETNZ,29,5,16,Won,2017-01-03,2017-03-06,990.0
N36DEZBR,29,1,69,Won,2017-01-03,2017-03-18,4374.0
77ZECYVJ,30,0,23,Lost,2017-01-03,2017-03-17,0.0
IRB461Y7,30,5,76,Won,2017-01-03,2017-03-30,1054.0
NM2Q3CGW,23,2,60,Won,2017-01-03,2017-03-15,55.0
OEEUEIPJ,11,2,25,Lost,2017-01-03,2017-03-05,0.0
5E14LG51,21,5,39,Won,2017-01-04,2017-03-25,1073.0
TIAGZQ54,1,3,27,Lost,2017-01-04,2017-03-20,0.0
QM6VR1H5,17,4,,Engaging,2017-01-04,,
QR2BDRAI,29,3,,Engaging,2017-01-04,,
Z75ND4JF,30,0,,Engaging,2017-01-04,,
CRX91A45,30,0,21,Won,2017-01-04,2017-03-16,586.0
ZOQ8RC86,6,1,72,Won,2017-01-04,2017-05-05,4667.0
SV4SOO2K,23,5,35,Won,2017-01-04,2017-03-28,880.0
ITHR5WLF,23,3,53,Won,2017-01-04,2017-03-12,3676.0
CGWJ1WHI,15,2,,Engaging,2017-01-04,,
279625VN,0,3,24,Lost,2017-01-05,2017-03-25,0.0
